id,正體,簡體,聲母,韻母,聲調,詞例,讀音說明,備註（含义）,声母音标,韵母音标
7809,篔,篔,,yen,2,,,,,yəŋ
7810,簏,簏,l,oh,8,,,,l,ɔʔ
7811,簣,篑,k,uei,6,,,,kʰ,uəi
7812,簠,簠,f,v,3,,,,f,ʋ
7813,簹,筜,d,an,1,,,,t,aŋ
7814,糝,糁,s,un,3,,,,s,ʊ̃
7815,絁,絁,sh,r,1,,,,ʂ,ʅ
7816,綈,绨,t,i,2,,,,tʰ,i
7817,綆,绠,g,en,3,,,,k,əŋ
7818,綯,绹,t,o,2,,,,tʰ,ɔ
7819,緹,缇,t,i,2,,,,tʰ,i
7820,緦,缌,s,z,1,,,,s,ɿ
7821,縟,缛,r,oh,8,,,,ɻ,ɔʔ
7822,縕,缊,,yen,1,絪縕,,,,yəŋ
7823,縕,缊,,yen,5,亂麻,,,,yəŋ
7824,縯,演,,in,3,,,,,ĩ
7825,縶,絷,zh,eh,7,,,,tʂ,əʔ
7826,繰,缲,z,o,3,,,有文采的絲織品,ts,ɔ
7827,繯,缳,h,uaen,6,,,,x,uɛ̃
7828,纛,纛,t,o,6,,,,tʰ,ɔ
7829,罅,罅,h,a,5,,,,x,a
7830,罍,罍,l,uei,2,,,,l,uəi
7831,罡,罡,g,an,1,,,,k,aŋ
7832,罛,罛,g,v,1,,,,k,ʋ
7833,罹,罹,l,i,2,,,,l,i
7834,罻,罻,v,ei,5,,,,ʋ,əi
7835,罾,罾,z,en,1,,,,ts,əŋ
7836,羆,罴,b,ei,1,,,,p,əi
7837,翃,翃,h,on,2,,,,x,ɔŋ
7838,翛,翛,x,io,1,,,,ɕ,iɔ
7839,翛,翛,sh,oh,7,,又音,,ʂ,ɔʔ
7840,翥,翥,zh,v,5,,,,tʂ,ʋ
7841,耋,耋,t,ih,8,,,,tʰ,iʔ
7842,耜,耜,c,z,6,,,,tsʰ,ɿ
7843,聹,聍,n,ien,2,,,,n,iəŋ
7844,肫,肫,zh,uen,1,,,,tʂ,uəŋ
7845,肭,肭,n,aeh,8,,,,n,ɛʔ
7846,胍,胍,g,ua,1,,,,k,ua
7847,胴,胴,t,on,6,,,,tʰ,ɔŋ
7848,脢,脢,m,ei,2,,,,m,əi
7849,腩,腩,n,un,3,,,,n,ʊ̃
7850,腡,脶,l,u,2,指紋,,,l,ʊ
7851,膙,膙,j,ian,3,,,,tɕ,iaŋ
7852,臢,臜,z,aen,1,,,,ts,ɛ̃
7853,臬,臬,n,ih,8,,,,n,iʔ
7854,舯,舯,zh,on,1,,,,tʂ,ɔŋ
7855,舳,舳,ch,oh,8,,,,tʂʰ,ɔʔ
7856,艎,艎,h,uan,2,,,,x,uaŋ
7857,艟,艟,ch,on,1,,,,tʂʰ,ɔŋ
7858,艫,舻,l,v,2,,,,l,ʋ
7859,艮,艮,g,en,5,,,,k,əŋ
7860,艽,艽,j,io,1,秦艽,,,tɕ,iɔ
7861,艽,艽,q,ieu,2,艽野,,,tɕʰ,iəɯ
7862,芎,芎,q,ion,1,,,,tɕʰ,iɔŋ
7863,芑,芑,q,i,3,,,,tɕʰ,i
7864,芟,芟,sh,aen,1,,,,ʂ,ɛ̃
7865,芰,芰,q,i,6,,,,tɕʰ,i
7866,芾,芾,f,ei,5,樹木枝幹、莖葉幼小的樣,,,f,əi
7867,芾,芾,f,eh,7,茂盛,,,f,əʔ
7868,芨,芨,j,ieh,7,,,,tɕ,iəʔ
7869,芩,芩,q,ien,2,,,,tɕʰ,iəŋ
7870,茀,茀,f,eh,7,,,,f,əʔ
7871,苻,苻,f,v,2,,,,f,ʋ
7872,苤,苤,p,i,3,,,,pʰ,i
7873,莩,莩,f,v,1,,,,f,ʋ
7874,菸,烟,,in,1,,,,,ĩ
7875,萸,萸,,y,2,,,,,y
7876,萑,萑,h,un,2,,,,x,ʊ̃
7877,菾,菾,t,in,2,,,,tʰ,ĩ
7878,葖,葖,t,eh,8,,,,tʰ,əʔ
7879,葶,葶,t,ien,2,,,,tʰ,iəŋ
7880,蒎,蒎,p,ae,5,,,,pʰ,ɛ
7881,蒟,蒟,j,y,3,,,,tɕ,y
7882,蒯,蒯,k,uae,5,,,,kʰ,uɛ
7883,蔦,茑,n,io,3,,,,n,iɔ
7884,蓛,蓛,ch,eh,7,,,,tʂʰ,əʔ
7885,蕖,蕖,q,y,2,,,,tɕʰ,y
7886,蕢,蒉,k,uei,6,,,,kʰ,uəi
7887,薜,薜,b,oh,7,一種野草,,,p,ɔʔ
7888,薜,薜,p,i,6,薜荔,,,pʰ,i
7889,薀,薀,,yen,5,,,,,yəŋ
7890,薤,薤,h,ae,6,,,,x,ɛ
7891,薆,薆,ng,ae,5,,,,ŋ,ɛ
7892,薁,薁,,ioh,7,,,,,iɔʔ
7893,薷,薷,r,v,2,,,,ɻ,ʋ
7894,藚,藚,s,oh,8,,,,s,ɔʔ
7895,藶,苈,l,ieh,8,,,,l,iəʔ
7896,虓,虓,h,o,1,,,,x,ɔ
7897,虺,虺,h,uei,3,一種毒蛇,,,x,uəi
7898,虺,虺,h,uei,1,虺隤,,,x,uəi
7899,蚺,蚺,r,in,2,,,,ɻ,ĩ
7900,蛘,蛘,,ian,2,,,,,iaŋ
7901,蛑,蛑,m,eu,2,,,,m,əɯ
7902,蜊,蜊,l,i,2,,,,l,i
7903,蛸,蛸,x,io,1,螵蛸,,,ɕ,iɔ
7904,蛸,蛸,sh,o,1,蠨蛸,,,ʂ,ɔ
7905,蜩,蜩,t,io,2,,,,tʰ,iɔ
7906,蜞,蜞,j,i,1,,,,tɕ,i
7907,蜾,蜾,g,u,3,,,,k,ʊ
7908,蝂,蝂,b,aen,3,,,,p,ɛ̃
7909,螈,螈,,iun,2,,,,,iʊ̃
7910,螬,螬,c,o,2,,,,tsʰ,ɔ
7911,螵,螵,p,io,1,,,,pʰ,iɔ
7912,螮,螮,d,i,5,,,,t,i
7913,蟯,蛲,r,o,2,,,,ɻ,ɔ
7914,蟢,蟢,x,i,3,蟢蟢兒,,,ɕ,i
7915,蠃,蠃,l,u,2,,,,l,ʊ
7916,蠃,蠃,l,u,3,,又音,,l,ʊ
7917,蠆,虿,ch,ae,5,,,,tʂʰ,ɛ
7918,蠑,蝾,,ion,2,,,,,iɔŋ
7919,蠖,蠖,v,ah,7,,,,ʋ,aʔ
7920,衄,衄,n,oh,8,,,,n,ɔʔ
7921,衎,衎,k,un,5,,,,kʰ,ʊ̃
7922,衿,衿,j,ien,1,,,,tɕ,iəŋ
7923,袢,袢,f,aen,2,溽熱,,,f,ɛ̃
7924,袢,袢,p,aen,5,夏天穿的白色內衣,,,pʰ,ɛ̃
7925,裒,裒,p,eu,2,,,,pʰ,əɯ
7926,褟,褟,t,aeh,7,,,,tʰ,ɛʔ
7927,襜,襜,ch,in,1,,,,tʂʰ,ĩ
7928,襦,襦,r,v,2,,,,ɻ,ʋ
7929,襭,襭,x,ih,8,,,,ɕ,iʔ
7930,襮,襮,b,oh,7,,,,p,ɔʔ
7931,襴,襕,l,aen,2,,,,l,ɛ̃
7932,襻,襻,p,aen,5,,,,pʰ,ɛ̃
7933,覘,觇,ch,in,1,,,,tʂʰ,ĩ
7934,覯,觏,g,eu,5,,,,k,əɯ
7935,觶,觯,zh,r,5,,,,tʂ,ʅ
7936,詖,诐,b,i,5,,,,p,i
7937,誄,诔,l,uei,3,,,,l,uəi
7938,諏,诹,z,eu,1,,,,ts,əɯ
7939,諞,谝,p,in,2,,,,pʰ,ĩ
7940,諞,谝,p,in,6,,又音,,pʰ,ĩ
7941,謦,謦,q,ien,3,,,,tɕʰ,iəŋ
7942,謦,謦,q,ien,5,,又音,,tɕʰ,iəŋ
7943,譸,诪,zh,eu,1,,,,tʂ,əɯ
7944,讙,讙,h,un,1,,,,x,ʊ̃
7945,豝,豝,b,a,1,,,,p,a
7946,貐,貐,,y,3,,,,,y
7947,貘,貘,m,oh,8,,,,m,ɔʔ
7948,貺,贶,k,uan,5,,,,kʰ,uaŋ
7949,賨,賨,c,on,2,,,,tsʰ,ɔŋ
7950,賧,赕,t,aen,5,,,,tʰ,ɛ̃
7951,賧,赕,d,aen,3,,又音,,t,ɛ̃
7952,贉,贉,t,un,6,,,,tʰ,ʊ̃
7953,赬,赪,ch,en,1,,,,tʂʰ,əŋ
7954,跆,跆,t,ae,2,,,,tʰ,ɛ
7955,跏,跏,g,a,1,,,,k,a
7956,踖,踖,j,ieh,7,踐踏,,,tɕ,iəʔ
7957,踖,踖,q,iah,7,馬跑得飛快,,,tɕʰ,iaʔ
7958,踧,踧,z,oh,7,,,,ts,ɔʔ
7959,蹡,蹡,q,ian,1,行走,,,tɕʰ,iaŋ
7960,蹡,蹡,q,ian,5,踉蹌,,,tɕʰ,iaŋ
7961,蹯,蹯,f,aen,2,,,,f,ɛ̃
7962,躂,跶,d,aeh,7,,,,t,ɛʔ
7963,躞,躞,x,ih,7,,,,ɕ,iʔ
7964,軺,轺,,io,2,,,,,iɔ
7965,輬,辌,l,ian,2,,,,l,iaŋ
7966,輳,辏,c,eu,5,,,,tsʰ,əɯ
7967,轀,辒,v,en,1,,,,ʋ,əŋ
7968,邙,邙,m,an,2,,,,m,aŋ
7969,邗,邗,h,un,2,,,,x,ʊ̃
7970,邾,邾,zh,v,1,,,,tʂ,ʋ
7971,郗,郗,ch,r,1,,,,tʂʰ,ʅ
7972,鄗,鄗,h,o,6,地名,,,x,ɔ
7973,鄗,鄗,k,o,1,山名,,,kʰ,ɔ
7974,鄶,郐,k,uae,5,,,,kʰ,uɛ
7975,酇,酇,z,aen,5,,,,ts,ɛ̃
7976,酡,酡,t,u,2,,,,tʰ,ʊ
7977,酤,酤,g,v,1,買賣酒,,,k,ʋ
7978,酤,酤,h,v,6,一夜釀成的酒,,,x,ʋ
7979,醁,醁,l,oh,8,,,,l,ɔʔ
7980,醐,醐,h,v,2,,,,x,ʋ
7981,醍,醍,t,i,2,醍醐,,,tʰ,i
7982,醍,醍,t,i,3,紅酒,,,tʰ,i
7983,醰,醰,t,un,2,,,,tʰ,ʊ̃
7984,銛,铦,x,in,1,鋒利,,,ɕ,ĩ
7985,銛,铦,g,uaeh,7,斷,,,k,uɛʔ
7986,銛,铦,t,in,3,挑取,,,tʰ,ĩ
7987,鋨,锇,ng,u,2,,,金屬元素,ŋ,ʊ
7988,鋆,鋆,,yen,2,,,,,yəŋ
7989,錟,锬,t,aen,2,,,,tʰ,ɛ̃
7990,鋋,鋋,ch,in,2,,,,tʂʰ,ĩ
7991,鎯,鎯,l,an,2,,,,l,aŋ
7992,鍰,锾,h,uaen,2,,,,x,uɛ̃
7993,鍠,锽,h,uan,2,,,,x,uaŋ
7994,鏨,錾,c,aen,6,,,,tsʰ,ɛ̃
7995,鏐,镠,l,ieu,2,,,,l,iəɯ
7996,鏷,镤,p,oh,8,,,金屬元素,pʰ,ɔʔ
7997,閌,闶,k,an,5,,,,kʰ,aŋ
7998,閼,阏,,uh,7,阻塞,,,,ʊʔ
7999,閼,阏,,in,1,閼氏,,,,ĩ
8000,闃,阒,q,yeh,7,,,,tɕʰ,yəʔ
8001,闠,阓,h,uei,6,,,,x,uəi
8002,阼,阼,c,u,6,,,,tsʰ,ʊ
8003,陴,陴,p,i,2,,,,pʰ,i
8004,隉,陧,n,ih,8,,,,n,iʔ
8005,隳,隳,h,uei,1,,,,x,uəi
8006,隼,隼,x,yen,3,,,,ɕ,yəŋ
8007,隼,隼,s,uen,3,,又音,,s,uəŋ
8008,霢,霢,m,oh,8,,,,m,ɔʔ
8009,靆,叇,t,ae,6,,,,tʰ,ɛ
8010,靿,靿,ng,o,5,,,,ŋ,ɔ
8011,鞡,鞡,l,a,1,,,,l,a
8012,鞨,鞨,h,uh,8,,,,x,ʊʔ
8013,韆,千,q,in,1,,,,tɕʰ,ĩ
8014,頇,顸,h,un,1,,,,x,ʊ̃
8015,頫,俯,f,v,3,,,,f,ʋ
8016,顑,顑,k,un,3,,,,kʰ,ʊ̃
8017,顥,颢,h,o,6,,,,x,ɔ
8018,顰,颦,p,ien,2,,,,pʰ,iəŋ
8019,颭,飐,zh,in,3,,,,tʂ,ĩ
8020,飥,饦,t,ah,7,,,,tʰ,aʔ
8021,餖,饾,t,eu,6,,,,tʰ,əɯ
8022,餭,餭,h,uan,2,,,,x,uaŋ
8023,餱,糇,h,eu,2,,,,x,əɯ
8024,餮,餮,t,ih,7,,,,tʰ,iʔ
8025,饐,饐,,i,5,,,,,i
8026,駰,骃,,ien,1,,,,,iəŋ
8027,騂,骍,x,ien,1,,,,ɕ,iəŋ
8028,騧,騧,g,ua,1,,,,k,ua
8029,騭,骘,zh,eh,7,,,,tʂ,əʔ
8030,驂,骖,c,un,1,,,,tsʰ,ʊ̃
8031,髁,髁,k,u,1,,,,kʰ,ʊ
8032,髣,髣,f,an,3,,,,f,aŋ
8033,髲,髲,p,i,6,,,,pʰ,i
8034,髹,髹,x,ieu,1,,,,ɕ,iəɯ
8035,髽,髽,zh,ua,1,,,,tʂ,ua
8036,鬁,疬,l,i,6,,,,l,i
8037,鬌,鬌,d,u,3,,,,t,ʊ
8038,鬌,鬌,t,u,6,,又音,,tʰ,ʊ
8039,鬒,鬒,zh,en,3,,,,tʂ,əŋ
8040,鬟,鬟,h,uaen,2,,,,x,uɛ̃
8041,鮪,鲔,v,ei,3,,,,ʋ,əi
8042,鮸,鮸,m,in,3,,,,m,ĩ
8043,鯢,鲵,n,i,2,,,,n,i
8044,鰈,鲽,t,ih,8,,,,tʰ,iʔ
8045,鰒,鳆,f,oh,8,,,,f,ɔʔ
8046,鰤,鰤,sh,r,1,,,,ʂ,ʅ
8047,鱟,鲎,h,eu,5,,,,x,əɯ
8048,鱠,鲙,k,uae,5,,,,kʰ,uɛ
8049,鴒,鸰,l,ien,2,,,,l,iəŋ
8050,鵂,鸺,x,ieu,1,,,,ɕ,iəɯ
8051,鵃,鸼,zh,eu,1,,,,tʂ,əɯ
8052,鵓,鹁,p,eh,8,,,,pʰ,əʔ
8053,鶄,鶄,j,ien,1,,,,tɕ,iəŋ
8054,鶒,鶒,ch,eh,7,,,,tʂʰ,əʔ
8055,鶘,鹕,h,v,2,,,,x,ʋ
8056,鶗,鶗,t,i,2,,,,tʰ,i
8057,鶼,鹣,j,in,1,,,,tɕ,ĩ
8058,鷁,鹢,,ieh,8,,,,,iəʔ
8059,鶱,鶱,x,in,1,,,,ɕ,ĩ
8060,鷸,鹬,,yeh,8,,,,,yəʔ
8061,鸂,鸂,q,i,1,,,,tɕʰ,i
8062,鷿,鷿,p,ieh,8,,,,pʰ,iəʔ
8063,鸏,鹲,m,on,2,,,,m,ɔŋ
8064,鸛,鹳,g,un,5,,,,k,ʊ̃
8065,鸝,鹂,l,i,2,,,,l,i
8066,麴,曲,q,ioh,7,酒麴，大麴,,,tɕʰ,iɔʔ
8067,黧,黧,l,i,2,,,,l,i
8068,黽,黾,m,on,3,一種青蛙,,,m,ɔŋ
8069,黽,黾,m,ien,3,勤勉,,,m,iəŋ
8070,鼉,鼍,t,u,2,,,,tʰ,ʊ
8071,鼢,鼢,f,en,2,,,,f,əŋ
8072,齙,龅,p,o,6,,,,pʰ,ɔ
8073,齬,龉,,y,3,,,,,y
8074,揹,背,b,ei,1,,,,p,əi
8075,煠,炸,ch,aeh,8,油煠,,,tʂʰ,ɛʔ
8076,黴,霉,m,i,2,,,,m,i
8077,牸,牸,c,z,6,,,,tsʰ,ɿ
8078,癡,痴,ch,r,1,,,,tʂʰ,ʅ
8079,漦,漦,ch,r,2,,,,tʂʰ,ʅ
8080,眵,眵,ch,r,1,,,,tʂʰ,ʅ
8081,屄,屄,b,i,1,,,,p,i
8082,祕,秘,b,i,5,,,,p,i
8083,帔,帔,p,i,1,,,,pʰ,i
8084,潽,潽,p,v,1,,,,pʰ,ʋ
8085,豧,豧,p,v,1,,,,pʰ,ʋ
8086,飫,饫,,y,5,,,,,y
8087,划,划,h,ua,2,划船,,,x,ua
8088,划,划,v,a,2,,白讀,,ʋ,a
8089,蛼,蛼,ch,a,1,,,,tʂʰ,a
8090,跩,跩,zh,uae,3,,,,tʂ,uɛ
8091,癬,癣,x,iun,3,,,,ɕ,iʊ̃
8092,凙,凙,t,ah,8,凌凙（冰柱）,,,tʰ,aʔ
8093,絃,弦,x,in,2,,,,ɕ,ĩ
8094,症,症,zh,en,5,症狀,,,tʂ,əŋ
8095,槲,槲,h,oh,8,,,,x,ɔʔ
8096,囥,囥,k,an,5,,,藏匿物體,kʰ,aŋ
8097,水,水,x,y,3,,白讀,,ɕ,y
8098,化,化,h,ua,5,激化,,,x,ua
8099,高,高,g,o,1,高矮,,,k,ɔ
8100,都,都,d,v,1,首都，都是,,,t,ʋ
8101,都,都,d,u,1,,又音,,t,ʊ
8102,自,自,c,z,6,自己,,,tsʰ,ɿ
8103,二,二,,er,6,二心,,,,ɚ
8104,理,理,l,i,3,道理,,,l,i
8105,起,起,q,i,3,起來，起房子,,,tɕʰ,i
8106,小,小,x,io,3,大小,,,ɕ,iɔ
8107,長,长,ch,an,2,長度,,,tʂʰ,aŋ
8108,長,长,zh,an,3,長官,,,tʂ,aŋ
8109,長,长,ch,an,6,身無長物,,,tʂʰ,aŋ
8110,物,物,v,eh,8,物理,,,ʋ,əʔ
8111,現,现,x,in,6,現在,,,ɕ,ĩ
8112,實,实,sh,eh,8,實在,,,ʂ,əʔ
8113,加,加,j,ia,1,增加,文讀,,tɕ,ia
8114,加,加,g,a,1,加上,白讀,,k,a
8115,量,量,l,ian,2,測量,,,l,iaŋ
8116,量,量,l,ian,6,分量,,,l,iaŋ
8117,兩,两,l,ian,3,斤兩,,,l,iaŋ
8118,兩,两,l,aen,3,兩個,,,l,ɛ̃
8119,體,体,t,i,3,身體,,,tʰ,i
8120,機,机,j,i,1,機會,,,tɕ,i
8121,還,还,h,uaen,2,歸還,,,x,uɛ̃
8122,還,还,h,ae,2,還有,,,x,ɛ
8123,還,还,h,a,2,,hae2的又讀,,x,a
8124,當,当,d,an,1,當然,,,t,aŋ
8125,當,当,d,an,5,上當,,,t,aŋ
8126,使,使,sh,r,3,使用,,,ʂ,ʅ
8127,點,点,d,in,3,點心,,,t,ĩ
8128,從,从,c,on,2,從來，跟從，從未,,,tsʰ,ɔŋ
8129,從,从,c,on,1,從容,,,tsʰ,ɔŋ
8130,從,从,c,on,6,從兄弟，從犯，侍從,,,tsʰ,ɔŋ
8131,業,业,,ih,8,作業,,,,iʔ
8132,本,本,b,en,3,本來,,,p,əŋ
8133,重,重,ch,on,2,重新,,,tʂʰ,ɔŋ
8134,重,重,ch,on,6,重要,,,tʂʰ,ɔŋ
8135,去,去,q,y,5,去年,文讀,,tɕʰ,y
8136,去,去,q,i,5,來去,白讀,,tɕʰ,i
8137,把,把,b,a,3,把持,,,p,a
8138,性,性,x,ien,5,性格,,,ɕ,iəŋ
8139,好,好,h,o,3,好壞,,,x,ɔ
8140,好,好,h,o,5,愛好,,,x,ɔ
8141,應,应,,ien,1,應該,,,,iəŋ
8142,應,应,,ien,5,答應,,,,iəŋ
8143,開,开,k,ae,1,開門,,,kʰ,ɛ
8144,它,它,t,a,1,代詞,,,tʰ,a
8145,合,合,h,uh,8,合同,,,x,ʊʔ
8146,合,合,g,uh,7,量詞，十合一升,,,k,ʊʔ
8147,因,因,,ien,1,原因,,,,iəŋ
8148,制,制,zh,r,5,體制,,,tʂ,ʅ
8149,由,由,,ieu,2,由於,,,,iəɯ
8150,其,其,q,i,2,其實,,,tɕʰ,i
8151,其,其,j,i,1,古漢語助詞,,,tɕ,i
8152,其,其,q,i,6,古漢語助詞,,,tɕʰ,i
8153,些,些,x,ia,1,一些,,,ɕ,ia
8154,些,些,s,u,5,語氣詞,,,s,ʊ
8155,然,然,r,in,2,自然,,,ɻ,ĩ
8156,前,前,q,in,2,前後,,,tɕʰ,ĩ
8157,外,外,v,ae,6,外面,,,ʋ,ɛ
8158,天,天,t,in,1,天空,,,tʰ,ĩ
8159,政,政,zh,en,5,政治,,,tʂ,əŋ
8160,四,四,s,z,5,四季,,,s,ɿ
8161,日,日,r,ih,8,日本,,,ɻ,iʔ
8162,那,那,n,a,5,那裡,文讀,,n,a
8163,那,那,n,u,5,,白讀,,n,ʊ
8164,那,那,l,u,5,,白讀,,l,ʊ
8165,那,那,n,a,1,姓氏,,,n,a
8166,社,社,sh,a,6,社稷,,,ʂ,a
8167,社,社,sh,ae,6,社會,異讀,,ʂ,ɛ
8168,義,义,,i,6,義務,,,,i
8169,事,事,sh,r,6,事情,,,ʂ,ʅ
8170,平,平,p,ien,2,平安,,,pʰ,iəŋ
8171,形,形,x,ien,2,形容,,,ɕ,iəŋ
8172,相,相,x,ian,5,相片,,,ɕ,iaŋ
8173,相,相,x,ian,1,互相,,,ɕ,iaŋ
8174,全,全,q,iun,2,全部,,,tɕʰ,iʊ̃
8175,裏,里,l,i,3,裏外,,,l,i
8176,間,间,g,aen,1,房間,,,k,ɛ̃
8177,間,间,g,aen,5,間天,,,k,ɛ̃
8178,間,间,j,iaen,1,,gaen1的文讀,,tɕ,iɛ̃
8179,間,间,j,iaen,5,,gaen5的文讀,,tɕ,iɛ̃
8180,樣,样,,ian,6,樣子,,,,iaŋ
8181,表,表,b,io,3,表示,,,p,iɔ
8182,與,与,,y,3,與其，與日俱增,,,,y
8183,與,与,,y,6,與會，參與,,,,y
8184,關,关,g,uaen,1,關門,,,k,uɛ̃
8185,各,各,g,ah,7,各種,,,k,aʔ
8186,新,新,x,ien,1,新奇,,,ɕ,iəŋ
8187,線,线,x,in,5,線條,,,ɕ,ĩ
8188,內,内,n,uei,6,內部,,,n,uəi
8189,内,内,n,y,6,,白讀,,n,y
8190,數,数,sh,v,5,數學,,,ʂ,ʋ
8191,數,数,sh,v,3,數錢,,,ʂ,ʋ
8192,數,数,sh,uah,7,數見不鮮,,,ʂ,uaʔ
8193,數,数,c,oh,7,數罟不入洿池,,細密,tsʰ,ɔʔ
8194,正,正,zh,en,5,正確,,,tʂ,əŋ
8195,正,正,zh,en,1,正月,,,tʂ,əŋ
8196,心,心,x,ien,1,心情,,,ɕ,iəŋ
8197,反,反,f,aen,3,反正,,,f,ɛ̃
8198,反,反,f,aen,5,反反，慎重,,,f,ɛ̃
8199,你,你,n,ii,3,迷你裙,,,n,i
8200,明,明,m,ien,2,明白,,,m,iəŋ
8201,明,明,m,en,2,明朝（明天）,白讀,,m,əŋ
8202,看,看,k,un,5,看見,,,kʰ,ʊ̃
8203,看,看,k,un,1,看家,,,kʰ,ʊ̃
8204,原,原,,iun,2,原來,,,,iʊ̃
8205,又,又,,ieu,6,又是,,,,iəɯ
8206,麼,么,m,u,1,那麽,,,m,ʊ
8207,利,利,l,i,6,利益,,,l,i
8208,比,比,b,i,3,比較,,,p,i
8209,比,比,p,i,6,比鄰，朋比為奸,,,pʰ,i
8210,比,比,p,i,2,皋比,,,pʰ,i
8211,或,或,h,oh,8,或許,,,x,ɔʔ
8212,但,但,t,aen,6,但是,,,tʰ,ɛ̃
8213,質,质,zh,eh,7,氣質,,,tʂ,əʔ
8214,質,质,zh,r,5,人質，質押，用財物或人作保證以為抵押,,,tʂ,ʅ
8215,氣,气,q,i,5,氣質,,,tɕʰ,i
8216,第,第,t,i,6,門第,,,tʰ,i
8217,向,向,x,ian,5,方向,,,ɕ,iaŋ
8218,道,道,t,o,6,道理,,,tʰ,ɔ
8219,命,命,m,ien,6,命令,,,m,iəŋ
8220,此,此,c,z,3,彼此,,,tsʰ,ɿ
8221,沒,没,m,eh,8,沒收，沒得,,,m,əʔ
8222,變,变,b,in,5,變化,,,p,ĩ
8223,條,条,t,io,2,條件,,,tʰ,iɔ
8224,只,只,zh,eh,7,只有,,,tʂ,əʔ
8225,隻,只,zh,eh,7,船隻，形單影隻,,,tʂ,əʔ
8226,痑,痑,t,aen,1,,,疲勞，勞累,tʰ,ɛ̃
8227,澪,澪,l,ien,2,滸澪,,,l,iəŋ
8228,攉,攉,h,uah,7,,,揮起胳膊打,x,uaʔ
8229,搉,搉,k,ah,7,,,敲打，砸。,kʰ,aʔ
8230,憶,忆,,ieh,7,回憶，追憶,本音,,,iəʔ
8231,葯,药,,iah,7,花葯,,白芷,,iaʔ
8232,奓,奓,zh,a,1,奓嘴,,張開,tʂ,a
8233,丰,丰,f,on,1,丰姿，張三丰,,,f,ɔŋ
8234,斗,斗,d,eu,3,煙斗，漏斗，北斗七星,,,t,əɯ
8235,笡,笡,q,ia,1,,,歪斜,tɕʰ,ia
8236,洒,洒,x,i,3,,,同“洗”。,ɕ,i
8237,洒,洒,x,in,3,,,深峻，肅敬,ɕ,ĩ
8238,洒,洒,c,uei,3,,,高峻,tsʰ,uəi
8239,欛,把,b,a,5,刀欛,,,p,a
8240,笡,笡,q,ia,5,,qia1的又音,,tɕʰ,ia
8241,釓,钆,k,aeh,8,,,金屬元素,kʰ,ɛʔ
8242,鎿,镎,n,a,2,,,金屬元素,n,a
8243,鍩,锘,n,ah,8,,,金屬元素,n,aʔ
8244,鑥,镥,l,v,3,,,金屬元素,l,ʋ
8245,錇,锫,p,ei,2,,,金屬元素,pʰ,əi
8246,鎇,镅,m,ei,2,,,金屬元素,m,əi
8247,砹,砹,ng,ae,6,,,化學元素，符號At。,ŋ,ɛ
8248,鎄,锿,ng,ae,1,,,金屬元素,ŋ,ɛ
8249,鐿,镱,,i,5,,,金屬元素,,i
8250,鐦,锎,k,ae,1,,,金屬元素,kʰ,ɛ
8251,鋱,铽,t,eh,7,,,金屬元素,tʰ,əʔ
8252,鍀,锝,d,eh,7,,,金屬元素,t,əʔ
8253,鉕,钷,p,u,3,,,金屬元素,pʰ,ʊ
8254,鈈,钚,b,eh,7,,,金屬元素，符號Pu。臺灣譯作“鈽”。,p,əʔ
8255,鈽,钸,b,v,5,,,金屬元素，符號Pu。大陸譯為“鈈”。,p,ʋ
8256,鈥,钬,h,u,3,,,金屬元素,x,ʊ
8257,鎝,鎝,t,aeh,7,,,金屬元素，符號Tc，大陸譯作“鍀”。,tʰ,ɛʔ
8258,鎝,鎝,d,aeh,7,,,一種翻土農具,t,ɛʔ
8259,鍅,鍅,f,aeh,7,,,金屬元素，符號Fr，大陸譯作“鈁”。,f,ɛʔ
8260,銎,銎,q,ion,1,,,,tɕʰ,iɔŋ
8261,黹,黹,zh,r,3,,,,tʂ,ʅ
8262,砥,砥,zh,r,3,,di3的又音,,tʂ,ʅ
8263,睚,睚,,ia,2,,ngae2的又音,,,ia
8264,剆,剆,l,u,3,,,,l,ʊ
8265,埿,泥,n,i,2,,,塗抹,n,i
8266,嘉,嘉,j,ia,1,,文讀,,tɕ,ia
8267,噇,噇,ch,uan,2,,,喫的貶稱,tʂʰ,uaŋ
8268,喠,喠,zh,on,3,,,喫的貶稱,tʂ,ɔŋ
8269,到,到,d,o,5,,,,t,ɔ
8270,燭,烛,zh,oh,7,,,,tʂ,ɔʔ
8271,扽,扽,d,en,5,,,拉直,t,əŋ
8272,蘻,蘻,j,i,5,,,,tɕ,i
8273,偡,偡,ch,aen,6,,,,tʂʰ,ɛ̃
8274,竳,竳,d,en,1,,,,t,əŋ
8275,攎,攎,l,v,2,,,,l,ʋ
8276,佮,合,g,uh,7,,,,k,ʊʔ
8277,倈,俫,l,ae,2,,,,l,ɛ
8278,寳,宝,b,o,3,,,,p,ɔ
8279,銚,铫,t,io,6,,,,tʰ,iɔ
8280,蟣,虮,j,i,3,,,,tɕ,i
8281,浜,浜,b,an,1,,,,p,aŋ
8282,昃,昃,z,eh,7,,,,ts,əʔ
8283,麽,么,m,eh,8,,,,m,əʔ
8284,笿,笿,l,ah,8,,,,l,aʔ
8285,搿,搿,g,uh,7,搿不來,,,k,ʊʔ
8286,漺,漺,sh,uan,3,,,,ʂ,uaŋ
